phenotype	true_marker	peak_marker	max_lod	cutoff	non_missing_count	type	pos	chr	pos1	pos2	midpos	gchr	gpos1	gpos2	gposmid
X1_675000_680000	1_32	1_32	24.3072423813512	2.9800270059266	68	Y	1-420866_1-955494	1	420866	955494	688180	1	675000	680000	677500
X1_6755000_6760000	1_469	1_469	9.92508062607787	2.96662248919923	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6755000	6760000	6757500
X1_6760000_6765000	1_469	1_469	40.0251821087469	3.12544025051627	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6760000	6765000	6762500
X1_6765000_6770000	1_458	c1.loc45	7.17384423564668	2.82757162573596	68	Y	1-6264834_1-6775288	1	6264834	6775288	6520061	1	6765000	6770000	6767500
X1_6775000_6780000	1_469	1_469	17.80687971278	3.13269777085892	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6775000	6780000	6777500
X1_6780000_6785000	1_469	c1.loc46	12.3524000024527	2.68383467290239	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6780000	6785000	6782500
X1_6795000_6800000	1_469	1_469	38.980363817544	2.96340886254978	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6795000	6800000	6797500
X1_6800000_6805000	1_469	c1.loc46	3.08654734983803	2.94825180314201	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6800000	6805000	6802500
X1_680000_685000	1_32	c1.loc3	46.1611589537779	3.10726288902305	68	Y	1-420866_1-955494	1	420866	955494	688180	1	680000	685000	682500
X1_6805000_6810000	1_469	1_469	38.9641224961868	3.09727797505344	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6805000	6810000	6807500
X1_6810000_6815000	1_307	1_307	8.28818550339484	2.91539251301198	68	Y	1-4025886_1-4658270	1	4025886	4658270	4342078	1	6810000	6815000	6812500
X1_6815000_6820000	1_469	1_469	56.2999611377517	3.08510134701569	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6815000	6820000	6817500
X1_6820000_6825000	1_469	1_469	25.3526108388105	2.99470657283076	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6820000	6825000	6822500
X1_6825000_6830000	1_484	c1.loc47	11.5686793771963	3.09310059607078	68	Y	1-6603044_1-7031963	1	6603044	7031963	6817503.5	1	6825000	6830000	6827500
X1_6830000_6835000	1_469	1_469	12.0031843886369	2.90540703507098	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6830000	6835000	6832500
X1_6835000_6840000	1_469	1_469	10.5534918189451	2.92063130464282	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6835000	6840000	6837500
X1_6845000_6850000	1_469	1_469	23.7296226542428	3.13545109222307	68	Y	1-6391414_1-6926819	1	6391414	6926819	6659116.5	1	6845000	6850000	6847500
X1_6850000_6855000	5_1838	c5.loc138	3.85529658619578	3.13250216506304	68	Y	5-15748646_5-16019618	5	15748646	16019618	15884132	1	6850000	6855000	6852500
X1_685000_690000	1_32	1_32	41.6744283351657	3.11252260158501	68	Y	1-420866_1-955494	1	420866	955494	688180	1	685000	690000	687500
X1_6855000_6860000	1_484	1_484	46.4905624819972	3.10262422561382	68	Y	1-6603044_1-7031963	1	6603044	7031963	6817503.5	1	6855000	6860000	6857500
X1_6870000_6875000	1_486	1_486	57.3659064076717	3.05339125946752	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6870000	6875000	6872500
X1_6875000_6880000	2_2257	2_2257	2.33987616947582	2.20294448247548	68	Y	2-16150575_2-16903898	2	16150575	16903898	16527236.5	1	6875000	6880000	6877500
X1_6885000_6890000	1_486	1_486	37.5909909957465	3.01928782963673	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6885000	6890000	6887500
X1_6890000_6895000	1_486	1_486	42.8738613329431	3.09097010527578	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6890000	6895000	6892500
X1_6895000_6900000	1_486	1_486	34.4623603649094	3.04571107523774	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6895000	6900000	6897500
X1_6900000_6905000	1_2599	1_2599	3.34944881836643	2.80922236024967	68	Y	1-24267439_1-24743764	1	24267439	24743764	24505601.5	1	6900000	6905000	6902500
X1_690000_695000	1_32	1_32	36.0282455914824	3.21346983269722	68	Y	1-420866_1-955494	1	420866	955494	688180	1	690000	695000	692500
X1_6905000_6910000	1_486	1_486	49.6785110524744	2.99659477946348	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6905000	6910000	6907500
X1_6910000_6915000	1_532	c1.loc51	3.07920341107351	2.05236573869419	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	6910000	6915000	6912500
X1_6915000_6920000	1_486	1_486	46.4343621527214	2.87769880452288	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6915000	6920000	6917500
X1_6925000_6930000	1_486	1_486	9.00079955687208	3.14323775753	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6925000	6930000	6927500
X1_6930000_6935000	1_486	1_486	25.5037211349798	2.97911668740258	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6930000	6935000	6932500
X1_6935000_6940000	1_497	1_497	30.6949440198875	2.94435651689171	68	Y	1-6766446_1-7139855	1	6766446	7139855	6953150.5	1	6935000	6940000	6937500
X1_6945000_6950000	1_486	1_486	5.01190346565041	2.50013449888112	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6945000	6950000	6947500
X1_6950000_6955000	1_486	1_486	21.1251591209699	3.04293067100942	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6950000	6955000	6952500
X1_695000_700000	1_32	c1.loc3	17.4428767393536	2.92418052997892	68	Y	1-420866_1-955494	1	420866	955494	688180	1	695000	700000	697500
X1_6960000_6965000	1_486	1_486	20.5981979679394	2.94596260288459	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6960000	6965000	6962500
X1_6965000_6970000	1_486	1_486	35.7867533018543	2.95286630972081	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6965000	6970000	6967500
X1_6970000_6975000	1_486	1_486	51.2101362913826	3.22196973398273	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6970000	6975000	6972500
X1_6990000_6995000	1_486	1_486	24.9755433720617	2.85613560306105	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	6990000	6995000	6992500
X1_7000000_7005000	1_486	c1.loc48	17.5860957339891	3.06341406636902	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	7000000	7005000	7002500
X1_700000_705000	1_32	1_32	44.4379059053886	2.96141113774023	68	Y	1-420866_1-955494	1	420866	955494	688180	1	700000	705000	702500
X1_70000_75000	1_17	1_17	14.668223736667	3.09387180669089	68	Y	1-204384_1-700974	1	204384	700974	452679	1	70000	75000	72500
X1_7005000_7010000	1_486	1_486	11.6822927442014	2.93541172153908	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	7005000	7010000	7007500
X1_7010000_7015000	1_486	c1.loc48	33.0243529239265	2.9841274400556	68	Y	1-6622596_1-7037333	1	6622596	7037333	6829964.5	1	7010000	7015000	7012500
X1_7015000_7020000	1_503	1_503	30.685878459511	2.95885453590145	68	Y	1-6857460_1-7207233	1	6857460	7207233	7032346.5	1	7015000	7020000	7017500
X1_7020000_7025000	1_503	1_503	25.2667600922739	3.03434328560657	68	Y	1-6857460_1-7207233	1	6857460	7207233	7032346.5	1	7020000	7025000	7022500
X1_7025000_7030000	1_503	1_503	42.2067986565113	3.12311147321418	68	Y	1-6857460_1-7207233	1	6857460	7207233	7032346.5	1	7025000	7030000	7027500
X1_7030000_7035000	1_503	1_503	30.476285156379	2.96906061302153	68	Y	1-6857460_1-7207233	1	6857460	7207233	7032346.5	1	7030000	7035000	7032500
X1_7035000_7040000	1_503	c1.loc49	4.84823878772298	2.16837412494602	68	Y	1-6857460_1-7207233	1	6857460	7207233	7032346.5	1	7035000	7040000	7037500
X1_7045000_7050000	1_532	1_532	24.4314176291024	3.0293575695918	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7045000	7050000	7047500
X1_7050000_7055000	1_532	c1.loc51	40.4892596378391	3.32728569022604	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7050000	7055000	7052500
X1_7060000_7065000	1_532	1_532	32.8972757379709	3.06512518237696	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7060000	7065000	7062500
X1_7065000_7070000	5_1999	5_1999	4.96351155931369	2.28327525477408	68	Y	5-19031686_5-20539867	5	19031686	20539867	19785776.5	1	7065000	7070000	7067500
X1_7070000_7075000	5_1999	5_1999	2.68188731642038	2.05315803869982	68	Y	5-19031686_5-20539867	5	19031686	20539867	19785776.5	1	7070000	7075000	7072500
X1_7075000_7080000	5_2002	c5.loc164	6.18217647042872	2.94912079185217	68	Y	5-19149863_5-20559042	5	19149863	20559042	19854452.5	1	7075000	7080000	7077500
X1_7080000_7085000	1_532	1_532	24.8166113478993	3.0704328134408	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7080000	7085000	7082500
X1_7090000_7095000	1_532	1_532	51.1615139481107	2.98636500237072	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7090000	7095000	7092500
X1_710000_715000	1_32	1_32	34.9739623005991	3.01829027552636	68	Y	1-420866_1-955494	1	420866	955494	688180	1	710000	715000	712500
X1_7105000_7110000	1_532	1_532	9.86389765442773	2.8766509903658	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7105000	7110000	7107500
X1_7115000_7120000	1_532	1_532	42.7059868922388	3.08684647097827	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7115000	7120000	7117500
X1_7120000_7125000	1_532	1_532	38.630017630059	2.98126980475684	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7120000	7125000	7122500
X1_7125000_7130000	1_532	1_532	44.5065186671124	3.04178979055525	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7125000	7130000	7127500
X1_7130000_7135000	1_532	c1.loc50	20.7195016719261	2.89335594643259	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7130000	7135000	7132500
X1_7135000_7140000	1_564	1_564	3.87672678650153	2.95607980858666	68	Y	1-7463542_1-7967229	1	7463542	7967229	7715385.5	1	7135000	7140000	7137500
X1_7145000_7150000	1_532	c1.loc51	25.7816154575451	3.14246926971798	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7145000	7150000	7147500
X1_715000_720000	1_32	1_32	19.4297662965821	2.945316234692	68	Y	1-420866_1-955494	1	420866	955494	688180	1	715000	720000	717500
X1_7155000_7160000	1_532	c1.loc51	42.2571978499104	3.06177751133064	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7155000	7160000	7157500
X1_7160000_7165000	1_532	1_532	17.1903652866184	2.75265212767328	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7160000	7165000	7162500
X1_7165000_7170000	1_532	1_532	11.0552870742459	2.95362988907971	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7165000	7170000	7167500
X1_7170000_7175000	1_532	1_532	4.33119332285405	2.04596468014597	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7170000	7175000	7172500
X1_7175000_7180000	1_532	1_532	15.9890182693168	3.01746185322106	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7175000	7180000	7177500
X1_7185000_7190000	1_532	c1.loc51	32.6487680181441	2.99497368693598	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7185000	7190000	7187500
X1_7190000_7195000	1_532	c1.loc51	6.8790722287235	2.94902881702551	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7190000	7195000	7192500
X1_7200000_7205000	1_532	1_532	9.55875254305394	3.02038975187506	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7200000	7205000	7202500
X1_720000_725000	1_32	1_32	25.9359131690832	3.15475797750385	68	Y	1-420866_1-955494	1	420866	955494	688180	1	720000	725000	722500
X1_7205000_7210000	1_532	1_532	20.2079039573527	2.92211453572686	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7205000	7210000	7207500
X1_7210000_7215000	1_532	c1.loc51	25.8732075174593	3.16515471709921	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7210000	7215000	7212500
X1_7215000_7220000	1_532	c1.loc51	29.5728468210124	3.16950371817089	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7215000	7220000	7217500
X1_7220000_7225000	1_532	c1.loc50	21.7468695408661	3.09598274555907	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7220000	7225000	7222500
X1_7225000_7230000	1_1542	1_1542	9.8250890332971	2.97123342578158	68	Y	1-15964690_1-16091459	1	15964690	16091459	16028074.5	1	7225000	7230000	7227500
X1_7240000_7245000	1_532	c1.loc50	26.7104863149496	2.90419493021696	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7240000	7245000	7242500
X1_7245000_7250000	1_532	1_532	30.1924434400305	3.04575572739852	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7245000	7250000	7247500
X1_7250000_7255000	1_532	1_532	12.655282097669	3.14427893632112	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7250000	7255000	7252500
X1_725000_730000	1_32	c1.loc3	35.4732275049389	3.1758771347873	68	Y	1-420866_1-955494	1	420866	955494	688180	1	725000	730000	727500
X1_7255000_7260000	1_965	1_965	4.36987629336829	2.88897776208625	68	Y	1-11676157_1-12037944	1	11676157	12037944	11857050.5	1	7255000	7260000	7257500
X1_7260000_7265000	1_2623	c1.loc186	3.9783906303831	2.99363581755578	68	Y	1-24598560_1-24981843	1	24598560	24981843	24790201.5	1	7260000	7265000	7262500
X1_7275000_7280000	1_532	1_532	37.1638027158373	3.15690430242471	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7275000	7280000	7277500
X1_7285000_7290000	1_532	c1.loc51	31.0297363541202	2.9850657323155	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7285000	7290000	7287500
X1_7290000_7295000	1_532	1_532	42.3099982199636	3.09859811691999	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7290000	7295000	7292500
X1_7295000_7300000	1_532	1_532	45.2653435337413	3.06851895718602	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7295000	7300000	7297500
X1_7300000_7305000	1_532	c1.loc51	18.7611361035258	3.1325297577206	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7300000	7305000	7302500
X1_730000_735000	1_32	1_32	29.7284408356842	3.01058918078299	68	Y	1-420866_1-955494	1	420866	955494	688180	1	730000	735000	732500
X1_7305000_7310000	1_532	c1.loc51	12.057310660649	3.06004021156367	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7305000	7310000	7307500
X1_7310000_7315000	1_458	1_458	7.67193130699555	2.84741434966297	68	Y	1-6264834_1-6775288	1	6264834	6775288	6520061	1	7310000	7315000	7312500
X1_7315000_7320000	1_532	1_532	28.7159214633439	3.01576253730123	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7315000	7320000	7317500
X1_7325000_7330000	1_532	1_532	37.6858313383801	3.03215656562325	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7325000	7330000	7327500
X1_7340000_7345000	1_458	1_458	4.27563122527968	2.91807391964599	68	Y	1-6264834_1-6775288	1	6264834	6775288	6520061	1	7340000	7345000	7342500
X1_735000_740000	1_32	1_32	24.396323716505	2.99078620243337	68	Y	1-420866_1-955494	1	420866	955494	688180	1	735000	740000	737500
X1_7370000_7375000	1_532	1_532	32.0958539886575	3.03408039564061	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7370000	7375000	7372500
X1_7375000_7380000	1_532	c1.loc51	16.5657690596517	2.88686916673227	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7375000	7380000	7377500
X1_7380000_7385000	1_532	1_532	31.7259510816824	2.99497091644922	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7380000	7385000	7382500
X1_7385000_7390000	1_532	1_532	15.1767155806797	2.9654930250608	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7385000	7390000	7387500
X1_7390000_7395000	3_2004	c3.loc118	7.45341983817474	2.91523093407212	68	Y	3-17993527_3-18411450	3	17993527	18411450	18202488.5	1	7390000	7395000	7392500
X1_7395000_7400000	1_540	c1.loc52	12.4981890995042	2.91980026470137	68	Y	1-7170242_1-7744995	1	7170242	7744995	7457618.5	1	7395000	7400000	7397500
X1_740000_745000	1_32	c1.loc3	55.3192224788169	3.09781684567199	68	Y	1-420866_1-955494	1	420866	955494	688180	1	740000	745000	742500
X1_7405000_7410000	1_532	1_532	32.9827239993889	2.86109147965315	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7405000	7410000	7407500
X1_7410000_7415000	1_532	1_532	30.0133551785798	3.03948176738143	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7410000	7415000	7412500
X1_7415000_7420000	1_532	1_532	43.4176072869777	3.14638592636597	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7415000	7420000	7417500
X1_7420000_7425000	1_532	1_532	35.8657553493442	3.10753534910773	68	Y	1-7088093_1-7624792	1	7088093	7624792	7356442.5	1	7420000	7425000	7422500
X1_7430000_7435000	1_553	c1.loc54	10.427082463492	2.90620538560135	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7430000	7435000	7432500
X1_7435000_7440000	1_553	1_553	24.1197713210043	3.03099076179028	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7435000	7440000	7437500
X1_7440000_7445000	1_553	1_553	12.6194204676661	2.97673525865356	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7440000	7445000	7442500
X1_7445000_7450000	1_553	1_553	3.40374892439516	2.86415202658699	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7445000	7450000	7447500
X1_745000_750000	1_32	c1.loc3	32.2102866239442	2.96529430724353	68	Y	1-420866_1-955494	1	420866	955494	688180	1	745000	750000	747500
X1_7475000_7480000	5_2333	5_2333	8.37406364080118	2.84741281931519	68	Y	5-24726976_5-25280044	5	24726976	25280044	25003510	1	7475000	7480000	7477500
X1_7480000_7485000	1_617	1_617	3.35215226533543	2.56100352797869	68	Y	1-8148803_1-8542027	1	8148803	8542027	8345415	1	7480000	7485000	7482500
X1_7485000_7490000	1_553	c1.loc53	21.3859555859133	3.09921123617548	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7485000	7490000	7487500
X1_7495000_7500000	1_553	1_553	24.5007440794198	3.01198688950318	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7495000	7500000	7497500
X1_7500000_7505000	1_553	1_553	31.429278297838	3.06799639938051	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7500000	7505000	7502500
X1_750000_755000	1_32	c1.loc3	31.1462563448883	3.084279120656	68	Y	1-420866_1-955494	1	420866	955494	688180	1	750000	755000	752500
X1_75000_80000	5_228	c5.loc29	9.33803886673079	2.99410441165107	68	Y	5-3181264_5-3773339	5	3181264	3773339	3477301.5	1	75000	80000	77500
X1_7505000_7510000	1_564	1_564	13.2561361552323	3.05326088935176	68	Y	1-7463542_1-7967229	1	7463542	7967229	7715385.5	1	7505000	7510000	7507500
X1_7510000_7515000	1_553	c1.loc54	20.4347801253107	2.973099307604	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7510000	7515000	7512500
X1_7515000_7520000	1_553	1_553	33.5043780699845	3.01333894809706	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7515000	7520000	7517500
X1_7525000_7530000	2_2302	2_2302	4.92946527462325	2.98902402478337	68	Y	2-16957504_2-17881984	2	16957504	17881984	17419744	1	7525000	7530000	7527500
X1_7540000_7545000	1_553	c1.loc54	5.29954971332837	3.09774138624109	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7540000	7545000	7542500
X1_755000_760000	1_32	c1.loc3	5.13768374195395	2.907700317786	68	Y	1-420866_1-955494	1	420866	955494	688180	1	755000	760000	757500
X1_7555000_7560000	1_553	1_553	41.4168809509088	2.95594283595099	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7555000	7560000	7557500
X1_7560000_7565000	1_553	c1.loc54	33.2844241288691	3.09814701964019	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7560000	7565000	7562500
X1_7565000_7570000	1_553	1_553	48.8344047333275	3.1682008196474	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7565000	7570000	7567500
X1_7570000_7575000	1_553	1_553	32.2919662613061	2.96919479219209	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7570000	7575000	7572500
X1_7575000_7580000	1_553	1_553	36.9302550592046	3.05415832572253	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7575000	7580000	7577500
X1_7580000_7585000	1_553	1_553	30.9903085830555	3.05119194896209	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7580000	7585000	7582500
X1_7585000_7590000	1_553	1_553	39.466574241367	3.03867701687456	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7585000	7590000	7587500
X1_7590000_7595000	1_553	c1.loc54	24.732927964602	3.03669916483814	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7590000	7595000	7592500
X1_7595000_7600000	1_553	1_553	32.4852337718012	2.98860132069524	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7595000	7600000	7597500
X1_7600000_7605000	1_553	c1.loc54	22.7797721942736	2.94894569292694	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7600000	7605000	7602500
X1_760000_765000	1_32	1_32	29.2269959914604	3.05421502486113	68	Y	1-420866_1-955494	1	420866	955494	688180	1	760000	765000	762500
X1_7605000_7610000	1_553	1_553	25.5378673205367	2.93426640438752	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7605000	7610000	7607500
X1_7610000_7615000	1_553	1_553	9.9378427690306	2.55786326115944	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7610000	7615000	7612500
X1_7615000_7620000	1_553	1_553	9.52306864334616	3.10233423774994	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7615000	7620000	7617500
X1_7620000_7625000	1_553	1_553	22.9770037708575	3.01751585266559	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7620000	7625000	7622500
X1_7625000_7630000	1_553	1_553	24.8622552118145	3.02334758702526	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7625000	7630000	7627500
X1_7630000_7635000	1_553	1_553	41.9989156080912	3.22092841794111	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7630000	7635000	7632500
X1_7635000_7640000	1_553	1_553	52.1435463830629	3.11063185621057	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7635000	7640000	7637500
X1_7640000_7645000	1_553	1_553	46.2613228641401	3.14228350813065	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7640000	7645000	7642500
X1_7650000_7655000	1_553	1_553	33.6931741523669	2.97127854539552	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7650000	7655000	7652500
X1_765000_770000	1_32	c1.loc3	48.8135672218821	3.02058656870723	68	Y	1-420866_1-955494	1	420866	955494	688180	1	765000	770000	767500
X1_7655000_7660000	1_553	1_553	25.7916409514915	3.00952240188287	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7655000	7660000	7657500
X1_7665000_7670000	5_2030	5_2030	6.01379118591905	2.86993332598584	68	Y	5-20384788_5-21552660	5	20384788	21552660	20968724	1	7665000	7670000	7667500
X1_7670000_7675000	1_553	1_553	4.13282775095782	2.20321566565966	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7670000	7675000	7672500
X1_7680000_7685000	1_553	1_553	32.5139144826522	2.96186381545882	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7680000	7685000	7682500
X1_7705000_7710000	1_553	1_553	7.93051504546373	3.13073488303328	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7705000	7710000	7707500
X1_7710000_7715000	1_553	1_553	12.6703351586041	3.22344660675707	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7710000	7715000	7712500
X1_7715000_7720000	2_48	2_48	32.6978102251134	2.90748763135301	68	Y	2-356361_2-666717	2	356361	666717	511539	1	7715000	7720000	7717500
X1_7720000_7725000	1_564	1_564	4.6742294966317	2.92974078245498	68	Y	1-7463542_1-7967229	1	7463542	7967229	7715385.5	1	7720000	7725000	7722500
X1_7725000_7730000	4_1759	4_1759	39.8803453231245	3.16625488649379	68	Y	4-12977913_4-13469662	4	12977913	13469662	13223787.5	1	7725000	7730000	7727500
X1_7730000_7735000	1_553	c1.loc54	9.33115614228815	2.97185987403293	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7730000	7735000	7732500
X1_7735000_7740000	1_553	1_553	28.1621981588073	2.95649231834492	68	Y	1-7333353_1-7856704	1	7333353	7856704	7595028.5	1	7735000	7740000	7737500
X1_7740000_7745000	1_617	1_617	7.54765143316521	2.73226874559756	68	Y	1-8148803_1-8542027	1	8148803	8542027	8345415	1	7740000	7745000	7742500
X1_7745000_7750000	1_564	c1.loc55	7.29062059291653	2.92432990274394	68	Y	1-7463542_1-7967229	1	7463542	7967229	7715385.5	1	7745000	7750000	7747500
X1_7750000_7755000	5_1819	c5.loc134	2.95945655788265	2.9225168751737	68	Y	5-15528655_5-15886800	5	15528655	15886800	15707727.5	1	7750000	7755000	7752500
X1_775000_780000	1_32	1_32	32.854356881999	3.13804859406742	68	Y	1-420866_1-955494	1	420866	955494	688180	1	775000	780000	777500
X1_7755000_7760000	1_564	1_564	25.0026521630998	2.99929632709178	68	Y	1-7463542_1-7967229	1	7463542	7967229	7715385.5	1	7755000	7760000	7757500
X1_7760000_7765000	1_569	c1.loc56	19.9312710088141	2.94243804241759	68	Y	1-7542143_1-8043960	1	7542143	8043960	7793051.5	1	7760000	7765000	7762500
X1_7765000_7770000	1_307	1_307	6.23443986564173	2.91783064639695	68	Y	1-4025886_1-4658270	1	4025886	4658270	4342078	1	7765000	7770000	7767500
X1_7770000_7775000	1_564	c1.loc55	48.3376339063316	2.96143067552245	68	Y	1-7463542_1-7967229	1	7463542	7967229	7715385.5	1	7770000	7775000	7772500
X1_7775000_7780000	1_564	1_564	28.9338777839569	2.98192201778413	68	Y	1-7463542_1-7967229	1	7463542	7967229	7715385.5	1	7775000	7780000	7777500
X1_7780000_7785000	1_736	c1.loc73	12.7141157135641	3.04261818701193	68	Y	1-9512575_1-9981570	1	9512575	9981570	9747072.5	1	7780000	7785000	7782500
X1_7790000_7795000	1_564	1_564	41.6048045976433	2.94267682076261	68	Y	1-7463542_1-7967229	1	7463542	7967229	7715385.5	1	7790000	7795000	7792500
